"interview__key","y5_hhid","lvstckid","lf02_01","lf02_02","lf02_03","lf02_04_1","lf02_04_2","lf02_05","lf02_06","lf02_07","lf02_08","lf02_09","lf02_10","lf02_11","lf02_12","lf02_13","lf02_14","lf02_15","lf02_16","lf02_17","lf02_18","lf02_19","lf02_20","lf02_21","lf02_22","lf02_23","lf02_24","lf02_25","lf02_26","lf02_27_1","lf02_27_2","lf02_28a","lf02_28b","lf02_29","lf02_30","lf02_31","lf02_32","lf02_33","lf02_34a","lf02_34b","lf02_35_1","lf02_35_2"
"39-37-74-47","9722-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-37-74-47","9722-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-37-74-47","9722-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-37-74-47","9722-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-37-74-47","9722-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-37-74-47","9722-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-71-64-41","9723-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-08-01-06","9724-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-99-67-85","9725-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-28-71-84","9726-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",10,1,0,0,0,0,7,1,3,21000,2,,,2,,,1,9,90000,2,,,2,,,2,,,,,,,1,1,2,0,,,,,
"30-02-37-55","9727-001-99",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-02-37-55","9727-001-99",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-90-69-08","9732-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-72-43-68","9733-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-71-14-26","9734-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",10,1,0,100,0,5,0,1,65,162500,2,,,2,,,1,5,60000,2,,,2,,,1,150,1350000,2,,4,3,1,5,2,0,,,,,
"01-23-62-90","9735-001-99",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-23-62-90","9735-001-99",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-03-55-01","9736-001-99",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",10,1,10,20,35,0,40,2,,,2,,,2,,,1,12,100000,2,,,1,3,30000,2,,,,,,,1,10,1,0,,,,,
"82-81-94-29","9737-001-99",11,1,0,2,5,0,8,2,,,2,,,2,,,2,,,2,,,1,4,20000,2,,,,,,,1,1,1.8,0,,,,,
"82-81-94-29","9737-001-99",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-81-94-29","9737-001-99",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",10,1,0,10,16,0,84,2,,,2,,,1,3,1,1,50,225000,2,,,2,,,2,,,,,,,1,25,1,0,,,,,
"28-36-58-79","9738-001-99",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-36-58-79","9738-001-99",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",10,1,0,0,3,0,0,2,,,1,3,1,2,,,2,,,2,,,1,3,5000,2,,,,,,,2,,,,,,,,
"36-84-33-47","9739-001-99",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-84-33-47","9739-001-99",17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-15-07-41","9744-001-99",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-15-07-41","9744-001-99",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-15-07-41","9744-001-99",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-15-07-41","9744-001-99",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-15-07-41","9744-001-99",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
