interview__key,hh_a06,y5_hhid,y5_cluster,y5_crossweight,y5_panelweight,y5_rural,clusterid,strataid,domain,loc_info,hh_a01_1,hh_a02_1,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,current_loc_desc,t0_location,y4_hhid,hh_a10,tracking_class,t0_head,t0_headphone,hh_tracking_status,int_month_code,int_month_code2,int_month_year,hh_a18,Int_End,TotInt_Mins,lowest_b06,hh_b1b14,j1_selection,wqt_selection,int_result
45-39-10-24,8277,8277-001-01,10-02-151-02-002,5546.198124,5183.496725,1,1.00215E+11,19,3,1,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8277-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-15T11:26:37,2021-07-18T21:50:35,4943,1,2,1,1,1
77-57-20-32,8278,8278-001-01,10-02-151-02-002,3562.903703,3605.248132,1,1.00215E+11,19,3,1,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8278-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-13T10:19:52,2021-07-13T14:23:26,243,1,1,1,1,1
24-46-42-26,8281,8281-001-01,10-02-151-02-002,2519.236995,2022.477579,1,1.00215E+11,19,3,1,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8281-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-12T13:42:24,2021-07-15T09:56:05,4093,1,2,1,1,1
24-95-76-96,8281,8281-001-07,10-02-151-02-002,2732.040541,2571.817722,1,1.00215E+11,19,3,1,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8281-001,2,4,**CONFIDENTIAL**,,,7,7,8,2021-07-13T13:25:15,2021-07-15T09:56:34,2671,,1,1,2,1
76-84-55-62,8282,8282-001-01,10-02-151-02-002,2173.879263,2115.124129,1,1.00215E+11,19,3,1,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8282-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-12T12:45:31,2021-07-16T21:34:26,6288,1,2,1,2,1
83-35-92-63,8282,8282-001-02,10-02-151-02-002,2703.438035,2693.266401,1,1.00215E+11,19,3,1,10,108,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8282-001,2,4,**CONFIDENTIAL**,,,7,7,8,2021-07-13T10:51:03,2021-07-17T09:10:16,5659,,1,1,2,1
97-06-33-25,8282,8282-001-03,10-02-151-02-002,1815.217932,1734.892645,1,1.00215E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8282-001,2,4,**CONFIDENTIAL**,,,7,7,8,2021-07-13T11:15:48,2021-07-14T18:06:12,1850,,1,1,2,1
36-66-06-01,8283,8283-001-02,10-02-151-02-002,747.8553842,1328.274932,1,1.00215E+11,19,3,2,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8283-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-14T11:07:57,2021-07-17T07:20:23,4092,2,1,1,1,1
25-22-50-95,8284,8284-001-01,10-02-151-02-002,2919.358295,2709.012251,1,1.00215E+11,19,3,1,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8284-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-12T13:48:42,2021-07-18T07:58:59,8290,1,1,1,1,1
95-10-97-38,8285,8285-001-01,10-02-151-02-002,8876.462087,9057.983844,1,1.00215E+11,19,3,2,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8285-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-12T13:48:31,2021-07-14T16:44:13,3055,1,1,2,2,1
34-24-42-47,8296,8296-001-01,10-03-063-01-316,2541.539126,2246.644628,2,1.00306E+11,18,2,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8296-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-18T11:06:10,2021-07-18T13:40:49,154,1,,1,1,1
38-49-25-70,8296,8296-001-03,10-03-063-01-316,4170.565791,4396.746413,2,1.00306E+11,18,2,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8296-001,2,4,**CONFIDENTIAL**,,,12,1,14,2022-01-07T18:02:44,2022-01-08T15:10:24,1267,,,1,2,1
77-70-61-91,8297,8297-001-01,10-03-063-01-316,1459.082745,1580.243901,2,1.00306E+11,18,2,2,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8297-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-17T10:59:14,2021-07-26T11:08:59,12969,1,2,1,2,1
63-26-63-65,8297,8297-001-03,10-03-063-01-316,4135.417398,4587.716782,2,1.00306E+11,18,2,1,26,264,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8297-001,2,4,**CONFIDENTIAL**,,,12,12,13,2021-12-29T18:50:21,2021-12-29T20:48:00,117,,,1,2,1
53-38-97-11,8298,8298-001-01,10-03-063-01-316,3076.392604,2837.056857,2,1.00306E+11,18,2,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,,**CONFIDENTIAL**,,**CONFIDENTIAL**,8298-001,1,4,**CONFIDENTIAL**,,,7,7,8,2021-07-18T11:16:18,2021-07-23T19:52:11,7715,,,1,2,1
56-76-52-70,8298,8298-001-02,10-03-063-01-316,3240.029843,3027.916326,1,1.00306E+11,18,2,2,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8298-001,2,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-17T13:28:22,2021-07-23T20:12:14,9043,2,,1,1,1
30-91-33-94,8299,8299-001-01,10-03-063-01-316,7610.581569,7190.755191,2,1.00306E+11,18,2,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8299-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-17T10:34:16,2021-07-20T12:25:47,4431,1,2,1,1,1
20-29-54-85,8300,8300-001-01,10-03-063-01-316,3922.813548,4070.104005,2,1.00306E+11,18,2,2,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8300-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-17T11:14:34,2021-07-17T12:55:13,100,1,1,2,2,1
02-46-85-14,8300,8300-001-02,10-03-063-01-316,8122.885027,8303.435838,2,1.00306E+11,18,2,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8300-001,2,4,**CONFIDENTIAL**,,,12,1,14,2022-01-07T14:39:06,2022-01-07T20:00:32,321,,,1,2,1
80-62-47-37,8301,8301-001-01,10-03-063-01-316,5232.40266,5222.649425,2,1.00306E+11,18,2,1,5,56,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8301-001,1,4,**CONFIDENTIAL**,,,9,9,10,2021-09-09T12:13:17,2021-09-09T14:15:06,121,,,1,2,1
46-37-69-59,8302,8302-001-01,10-03-063-01-316,4620.272981,4283.823152,2,1.00306E+11,18,2,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8302-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-17T10:44:10,2021-07-23T20:06:41,9202,1,,1,1,1
04-67-25-72,8303,8303-001-01,10-03-063-01-316,3612.778884,3566.635921,2,1.00306E+11,18,2,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8303-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-17T11:11:52,2021-07-19T12:14:20,2942,1,,1,1,1
94-59-16-39,8315,8315-001-01,10-04-202-02-003,3511.109309,3555.777139,2,1.0042E+11,18,2,1,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8315-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-19T11:42:52,2021-03-19T16:52:28,309,1,2,1,2,1
34-59-28-88,8315,8315-001-02,10-04-202-02-003,2831.587111,3001.894596,2,1.0042E+11,18,2,1,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8315-001,2,4,**CONFIDENTIAL**,,,3,3,4,2021-03-21T09:56:22,2021-03-21T12:07:43,131,,,1,2,1
56-42-78-39,8316,8316-001-01,10-04-202-02-003,4481.474818,4222.462286,2,1.0042E+11,18,2,1,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8316-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-19T11:09:58,2021-03-20T15:12:38,1682,1,2,1,2,1
29-73-67-92,8317,8317-001-01,10-04-202-02-003,6351.998454,6248.850437,2,1.0042E+11,18,2,1,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8317-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-19T10:54:14,2021-03-21T11:11:06,2896,1,1,1,2,1
10-62-33-69,8318,8318-001-01,10-04-202-02-003,5956.523144,6009.378957,1,1.0042E+11,18,2,2,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8318-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-19T13:22:02,2021-03-20T10:01:52,1239,1,1,2,2,1
19-74-83-65,8320,8320-001-01,10-04-202-02-003,2134.203347,1961.449376,2,1.0042E+11,18,2,1,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8320-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-19T12:35:22,2021-03-22T15:27:47,4492,1,2,1,2,1
76-73-73-60,8320,8320-001-02,10-04-202-02-003,4130.731064,4280.987763,2,1.0042E+11,18,2,1,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8320-001,2,4,**CONFIDENTIAL**,,,3,3,4,2021-03-20T11:03:31,2021-03-26T16:20:51,8957,,,1,2,1
57-94-17-98,8321,8321-001-03,10-04-202-02-003,2771.335125,2719.889025,2,1.0042E+11,18,2,1,10,104,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8321-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,3,3,4,2021-03-19T10:42:23,2021-03-19T13:35:22,172,3,1,1,2,1
61-12-23-64,8323,8323-001-01,10-04-202-02-003,6471.116464,6885.477357,2,1.0042E+11,18,2,2,10,104,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8323-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,3,3,4,2021-03-19T12:58:05,2021-03-20T12:58:00,1439,1,1,1,2,1
99-80-42-77,8334,8334-001-01,10-05-031-06-002,8865.802069,8830.067841,1,1.00503E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8334-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-08T13:33:21,2021-07-11T13:26:15,4312,1,1,1,1,1
97-55-57-28,8335,8335-001-01,10-05-031-06-002,3137.509884,2965.147407,1,1.00503E+11,19,3,2,10,102,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8335-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-14T10:21:13,2021-07-14T16:23:50,362,1,2,1,2,1
78-23-24-87,8336,8336-001-02,10-05-031-06-002,1367.470471,1608.589588,1,1.00503E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8336-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-08T13:27:14,2021-07-11T20:06:50,4719,2,2,1,1,1
06-62-00-95,8337,8337-001-01,10-05-031-06-002,5167.540306,5437.674919,1,1.00503E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8337-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-08T15:49:18,2021-07-10T17:57:18,3007,1,1,1,1,1
28-61-87-70,8338,8338-001-01,10-05-031-06-002,1590.42731,1896.830327,1,1.00503E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8338-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-08T13:43:26,2021-07-10T13:13:09,2849,1,1,1,1,1
22-74-35-70,8338,8338-001-03,10-05-031-06-002,4885.75301,5063.47388,1,1.00503E+11,19,3,1,10,103,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8338-001,2,4,**CONFIDENTIAL**,,,12,1,14,2022-01-07T16:44:39,2022-01-08T21:23:00,1718,,1,1,2,1
11-35-47-33,8339,8339-001-01,10-05-031-06-002,5400.124309,5192.322919,1,1.00503E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8339-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,7,7,8,2021-07-09T11:23:31,2021-07-12T12:56:13,4412,1,1,1,1,1
49-43-24-27,8340,8340-001-01,10-05-031-06-002,2178.328739,2085.586476,1,1.00503E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8340-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-08T13:31:44,2021-07-09T12:55:14,1403,1,2,2,2,1
07-03-03-32,8341,8341-001-01,10-05-031-06-002,5443.221052,5980.807856,1,1.00503E+11,19,3,1,10,105,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8341-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,7,7,8,2021-07-09T10:38:24,2021-07-11T19:58:51,3440,1,1,1,1,1
13-18-37-56,8353,8353-001-01,17-02-041-08-006,4131.891109,3911.46232,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8353-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-10T14:08:02,2021-05-11T12:12:03,1324,1,2,1,1,1
59-42-27-78,8354,8354-001-01,17-02-041-08-006,402.778727,755.9813811,1,1.70204E+11,33,3,2,17,172,41,**CONFIDENTIAL**,8,**CONFIDENTIAL**,6,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8354-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-10T14:15:06,2021-05-11T15:16:13,1501,1,1,1,2,1
12-37-16-45,8354,8354-001-04,17-02-041-08-006,2729.164183,2828.592982,1,1.70204E+11,33,3,1,24,244,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8354-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-12T13:51:07,2021-05-12T16:52:55,181,,1,1,2,1
93-83-30-35,8355,8355-001-02,17-02-041-08-006,611.9983138,829.9164044,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8355-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-10T14:24:02,2021-05-11T15:12:14,1488,2,2,1,1,1
28-76-39-68,8355,8355-001-03,17-02-041-08-006,1989.540075,1884.19864,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8355-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-12T10:03:48,2021-05-12T13:39:01,215,,1,1,2,1
09-59-03-96,8356,8356-001-01,17-02-041-08-006,1349.486821,1054.755663,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8356-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-10T13:48:29,2021-05-11T14:48:48,1500,1,1,1,1,1
18-29-59-27,8356,8356-001-03,17-02-041-08-006,2731.113772,2937.281698,1,1.70204E+11,33,3,2,17,172,41,**CONFIDENTIAL**,8,**CONFIDENTIAL**,6,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8356-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-11T14:54:19,2021-05-12T17:13:26,1579,,1,1,2,1
53-32-03-53,8356,8356-001-07,17-02-041-08-006,573.3150868,756.2534308,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8356-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-12T11:34:37,2021-05-12T18:46:09,431,,1,1,2,1
03-68-90-99,8357,8357-001-01,17-02-041-08-006,2467.596758,2749.531378,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8357-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-10T13:36:24,2021-05-11T13:59:09,1462,1,1,1,1,1
82-27-98-91,8357,8357-001-04,17-02-041-08-006,2805.833703,2925.53454,1,1.70204E+11,33,3,1,24,244,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8357-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-12T13:35:09,2021-05-14T12:17:14,2802,,1,1,2,1
40-81-26-44,8358,8358-001-01,17-02-041-08-006,2304.218941,2390.86646,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8358-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-10T13:09:43,2021-05-12T08:47:19,2617,1,2,1,1,1
07-04-49-79,8359,8359-001-01,17-02-041-08-006,2488.93402,2579.511317,1,1.70204E+11,33,3,1,17,172,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8359-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-10T12:33:50,2021-05-11T16:45:37,1691,1,2,2,2,1
31-67-78-91,8360,8360-001-01,17-02-041-08-006,1045.830767,1098.236779,1,1.70204E+11,33,3,2,17,172,41,**CONFIDENTIAL**,8,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8360-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,5,5,6,2021-05-11T14:28:54,2021-05-12T19:06:15,1717,1,1,1,1,1
89-41-43-05,8372,8372-001-01,17-03-031-03-001,1148.218785,1097.910406,1,1.70303E+11,33,3,1,17,173,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8372-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-17T12:00:50,2021-05-18T08:35:40,1234,,1,1,2,1
09-25-40-39,8372,8372-001-05,17-03-031-03-001,495.6565095,782.632706,1,1.70303E+11,33,3,1,17,173,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8372-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-16T14:32:20,2021-05-16T22:08:53,456,5,1,1,2,1
77-59-31-63,8372,8372-001-30,17-03-031-03-001,2231.392455,2198.35285,1,1.70303E+11,33,3,1,17,173,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8372-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-17T12:52:23,2021-05-17T14:14:12,81,,1,1,2,1
12-62-25-26,8373,8373-001-01,17-03-031-03-001,2442.579672,2629.478575,1,1.70303E+11,33,3,1,17,173,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8373-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-16T14:00:48,2021-05-17T15:31:13,1530,1,2,1,1,1
42-62-13-40,8373,8373-001-05,17-03-031-03-001,2054.440894,2065.508387,1,1.70303E+11,33,3,1,17,177,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8373-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-18T14:54:09,2021-05-18T18:51:59,237,,1,1,2,1
89-62-22-13,8374,8374-001-01,17-03-031-03-001,438.1796385,775.149798,1,1.70303E+11,33,3,1,14,141,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8374-001,1,4,**CONFIDENTIAL**,,,9,9,10,2021-09-13T11:17:05,2021-09-15T11:29:29,2892,,1,1,2,1
13-70-69-59,8375,8375-001-01,17-03-031-03-001,1542.456862,1409.756913,1,1.70303E+11,33,3,2,17,173,3,**CONFIDENTIAL**,3,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8375-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-16T12:15:25,2021-05-16T16:39:31,264,1,1,1,1,1
02-43-32-06,8376,8376-001-01,17-03-031-03-001,2893.548191,2982.598613,1,1.70303E+11,33,3,2,17,173,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,0,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8376-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-16T13:30:36,2021-05-18T18:50:27,3199,1,2,1,1,1
37-71-21-50,8377,8377-001-01,17-03-031-03-001,1723.672831,1469.484271,1,1.70303E+11,33,3,1,17,173,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8377-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-17T11:10:05,2021-05-20T08:27:27,4157,1,1,1,1,1
90-31-32-29,8377,8377-001-03,17-03-031-03-001,2954.641838,3134.822802,1,1.70303E+11,33,3,1,17,173,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8377-001,2,4,**CONFIDENTIAL**,,,5,5,6,2021-05-16T14:34:50,2021-05-16T18:03:41,208,,1,1,2,1
42-29-84-54,8378,8378-001-01,17-03-031-03-001,483.1965211,804.5421875,1,1.70303E+11,33,3,1,17,173,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8378-001,1,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,5,5,6,2021-05-16T12:40:03,2021-05-17T11:34:19,1374,1,2,1,1,1
41-09-02-20,8378,8378-001-06,17-03-031-03-001,2875.035139,2776.046621,1,1.70303E+11,33,3,1,19,193,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,**CONFIDENTIAL**,8378-001,2,4,**CONFIDENTIAL**,,,12,12,13,2021-12-26T11:39:41,2021-12-26T13:14:56,95,,,1,2,1
