"interview__key","y5_hhid","itemcode","hh_ja01","hh_ja02_1","hh_ja02_2","hh_ja02a_1","hh_ja02b_1","hh_ja02b_2","hh_ja03_1","hh_ja03_2","hh_ja04","hh_ja05_1","hh_ja05_2","hh_ja06_1","hh_ja06_2","hh_ja07","hh_ja08_1","hh_ja08_2","hh_ja08_9","hh_ja09_1","hh_ja09_2"
"33-65-33-88","9360-001-99",6023,1,6,4,,2,892,2,892,800,,0,,0,,,,,,
"33-65-33-88","9360-001-99",7021,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",7022,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",7023,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",7031,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",7032,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",7033,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",8041,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",8042,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",8081,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",8082,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",8083,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",8084,2,,,,,,,,,,,,,,,,,,
"33-65-33-88","9360-001-99",11011,1,2,351,,,,2,351,300,,0,,0,,,,,,
"33-65-33-88","9360-001-99",11021,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",101,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",102,1,1,3,,,,1,3,3000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",103,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",104,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",105,1,1,2,,,,1,2,1600,,0,,0,,,,,,
"91-50-62-83","9361-001-99",106,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",107,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",109,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",111,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",112,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",201,1,2,1600,,,,2,1600,2000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",202,1,1,1,,,,1,1,1000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",203,1,2,860,,,,2,860,1000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",204,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",205,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",206,1,2,1200,,,,2,1200,1000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",207,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",301,1,2,250,,,,2,250,650,,0,,0,,,,,,
"91-50-62-83","9361-001-99",302,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",303,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",501,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",502,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",503,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",504,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",603,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",701,1,2,180,,,,2,180,300,,0,,0,,,,,,
"91-50-62-83","9361-001-99",704,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",801,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",802,1,2,500,,,,2,500,3000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",803,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",805,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",806,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",807,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",809,1,2,250,,,,2,250,500,,0,,0,,,,,,
"91-50-62-83","9361-001-99",810,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",901,1,4,500,,,,4,500,1000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",902,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",903,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1001,1,4,500,,,,4,500,2100,,0,,0,,,,,,
"91-50-62-83","9361-001-99",1002,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1003,1,2,125,,,,2,125,120,,0,,0,,,,,,
"91-50-62-83","9361-001-99",1004,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1081,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1082,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1101,1,2,1.5,,,,2,1.5,50,,0,,0,,,,,,
"91-50-62-83","9361-001-99",1102,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1103,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1104,1,4,700,,,,4,700,1000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",1105,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1106,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1107,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",1108,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",4011,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",4012,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",4013,1,2,250,,,,2,250,500,,0,,0,,,,,,
"91-50-62-83","9361-001-99",6011,1,2,90,,,,2,90,600,,0,,0,,,,,,
"91-50-62-83","9361-001-99",6012,1,2,420,,,,2,420,1400,,0,,0,,,,,,
"91-50-62-83","9361-001-99",6013,1,2,30,,,,2,30,200,,0,,0,,,,,,
"91-50-62-83","9361-001-99",6021,1,2,1200,,,,2,1200,600,,0,,0,,,,,,
"91-50-62-83","9361-001-99",6022,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",6023,1,2,320,,,,2,320,400,,0,,0,,,,,,
"91-50-62-83","9361-001-99",7021,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",7022,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",7023,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",7031,1,2,80,,,,2,80,200,,0,,0,,,,,,
"91-50-62-83","9361-001-99",7032,1,2,380,,,,2,380,400,,0,,0,,,,,,
"91-50-62-83","9361-001-99",7033,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",8041,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",8042,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",8081,1,2,250,,,,2,250,500,,0,,0,,,,,,
"91-50-62-83","9361-001-99",8082,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",8083,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",8084,2,,,,,,,,,,,,,,,,,,
"91-50-62-83","9361-001-99",11011,1,2,120,,,,2,120,1000,,0,,0,,,,,,
"91-50-62-83","9361-001-99",11021,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",101,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",102,1,1,2,,,,1,2,2600,,0,,0,,,,,,
"72-86-45-50","9362-001-99",103,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",104,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",105,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",106,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",107,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",109,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",111,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",112,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",201,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",202,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",203,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",204,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",205,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",206,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",207,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",301,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",302,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",303,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",501,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",502,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",503,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",504,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",603,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",701,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",704,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",801,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",802,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",803,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",805,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",806,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",807,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",809,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",810,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",901,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",902,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",903,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1001,1,4,350,,,,4,350,1000,,0,,0,,,,,,
"72-86-45-50","9362-001-99",1002,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1003,1,2,50,,,,2,50,100,,0,,0,,,,,,
"72-86-45-50","9362-001-99",1004,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1081,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1082,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1101,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1102,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1103,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1104,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1105,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1106,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1107,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",1108,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",4011,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",4012,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",4013,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",6011,1,6,1,2,2,125,2,125,400,,0,,0,1,,,,2,480
"72-86-45-50","9362-001-99",6012,1,6,1,2,2,500,2,500,500,,0,,0,1,,,,2,510
"72-86-45-50","9362-001-99",6013,1,6,2,,1,1,1,1,700,,0,,0,,,,,,
"72-86-45-50","9362-001-99",6021,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",6022,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",6023,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",7021,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",7022,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",7023,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",7031,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",7032,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",7033,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",8041,1,5,1,,1,1.5,1,1.5,12000,,0,,0,2,1,0,0,,
"72-86-45-50","9362-001-99",8042,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",8081,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",8082,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",8083,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",8084,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",11011,2,,,,,,,,,,,,,,,,,,
"72-86-45-50","9362-001-99",11021,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",101,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",102,1,1,7,,,,1,7,8400,,0,,0,,,,,,
"48-82-01-52","9363-001-99",103,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",104,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",105,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",106,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",107,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",109,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",111,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",112,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",201,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",202,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",203,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",204,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",205,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",206,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",207,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",301,1,2,500,,,,2,500,1750,,0,,0,,,,,,
"48-82-01-52","9363-001-99",302,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",303,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",501,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",502,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",503,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",504,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",603,1,2,1050,,,,2,1050,300,,0,,0,,,,,,
"48-82-01-52","9363-001-99",701,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",704,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",801,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",802,1,1,1,,,,1,1,6000,,0,,0,,,,,,
"48-82-01-52","9363-001-99",803,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",805,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",806,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",807,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",809,1,2,600,,,,2,600,4000,,0,,0,,,,,,
"48-82-01-52","9363-001-99",810,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",901,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",902,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",903,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1001,1,4,350,,,,4,350,2000,,0,,0,,,,,,
"48-82-01-52","9363-001-99",1002,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1003,1,2,150,,,,2,150,1500,,0,,0,,,,,,
"48-82-01-52","9363-001-99",1004,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1081,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1082,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1101,1,2,20,,,,2,20,200,,0,,0,,,,,,
"48-82-01-52","9363-001-99",1102,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1103,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1104,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1105,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1106,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1107,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",1108,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",4011,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",4012,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",4013,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",6011,1,2,150,,,,2,150,250,,0,,0,,,,,,
"48-82-01-52","9363-001-99",6012,1,2,400,,,,2,400,500,,0,,0,,,,,,
"48-82-01-52","9363-001-99",6013,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",6021,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",6022,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",6023,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",7021,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",7022,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",7023,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",7031,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",7032,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",7033,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",8041,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",8042,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",8081,1,2,250,,,,2,250,1500,,0,,0,,,,,,
"48-82-01-52","9363-001-99",8082,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",8083,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",8084,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",11011,2,,,,,,,,,,,,,,,,,,
"48-82-01-52","9363-001-99",11021,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",101,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",102,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",103,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",104,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",105,1,1,2,,,,1,2,2400,,0,,0,,,,,,
"41-74-29-19","9365-001-99",106,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",107,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",109,1,2,375,,,,2,375,1000,,0,,0,,,,,,
"41-74-29-19","9365-001-99",111,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",112,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",201,1,2,555,,,,2,555,600,,0,,0,,,,,,
"41-74-29-19","9365-001-99",202,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",203,1,2,1443,,,,2,1443,1000,,0,,0,,,,,,
"41-74-29-19","9365-001-99",204,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",205,1,1,1,,,,1,1,1000,,0,,0,,,,,,
"41-74-29-19","9365-001-99",206,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",207,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",301,1,2,250,,,,2,250,750,,0,,0,,,,,,
"41-74-29-19","9365-001-99",302,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",303,1,4,125,,,,4,125,2500,,0,,0,,,,,,
"41-74-29-19","9365-001-99",501,1,2,250,,,,2,250,650,,0,,0,,,,,,
"41-74-29-19","9365-001-99",502,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",503,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",504,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",603,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",701,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",704,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",801,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",802,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",803,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",805,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",806,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",807,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",809,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",810,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",901,1,3,1,,,,3,1,1000,,0,,0,,,,,,
"41-74-29-19","9365-001-99",902,1,3,7,,,,3,7,7000,,0,,0,,,,,,
"41-74-29-19","9365-001-99",903,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1001,1,4,175,,,,4,175,950,,0,,0,,,,,,
"41-74-29-19","9365-001-99",1002,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1003,1,2,62.5,,,,2,62.5,150,,0,,0,,,,,,
"41-74-29-19","9365-001-99",1004,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1081,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1082,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1101,1,2,25,,,,2,25,250,,0,,0,,,,,,
"41-74-29-19","9365-001-99",1102,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1103,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1104,1,3,3,,,,3,3,2000,,0,,0,,,,,,
"41-74-29-19","9365-001-99",1105,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1106,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1107,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",1108,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",4011,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",4012,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",4013,1,2,250,,,,2,250,500,,0,,0,,,,,,
"41-74-29-19","9365-001-99",6011,1,2,399,,,,2,399,500,,0,,0,,,,,,
"41-74-29-19","9365-001-99",6012,1,2,344,,,,2,344,400,,0,,0,,,,,,
"41-74-29-19","9365-001-99",6013,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",6021,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",6022,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",6023,1,2,1561,,,,2,1561,1400,,0,,0,,,,,,
"41-74-29-19","9365-001-99",7021,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",7022,1,2,280,,,,,0,,2,280,,0,,,,,,
"41-74-29-19","9365-001-99",7023,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",7031,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",7032,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",7033,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",8041,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",8042,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",8081,1,2,105,,,,2,105,500,,0,,0,,,,,,
"41-74-29-19","9365-001-99",8082,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",8083,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",8084,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",11011,2,,,,,,,,,,,,,,,,,,
"41-74-29-19","9365-001-99",11021,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",101,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",102,1,1,8,,,,1,8,9600,,0,,0,,,,,,
"51-40-07-67","9366-001-99",103,1,2,300,,,,2,300,200,,0,,0,,,,,,
"51-40-07-67","9366-001-99",104,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",105,1,1,6,,,,1,6,4800,,0,,0,,,,,,
"51-40-07-67","9366-001-99",106,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",107,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",109,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",111,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",112,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",201,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",202,1,1,2,,,,1,2,800,,0,,0,,,,,,
"51-40-07-67","9366-001-99",203,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",204,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",205,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",206,1,1,4,,,,1,4,4000,,0,,0,,,,,,
"51-40-07-67","9366-001-99",207,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",301,1,1,1,,,,1,1,2600,,0,,0,,,,,,
"51-40-07-67","9366-001-99",302,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",303,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",501,1,2,500,,,,2,500,1500,,0,,0,,,,,,
"51-40-07-67","9366-001-99",502,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",503,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",504,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",603,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",701,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",704,2,,,,,,,,,,,,,,,,,,
"51-40-07-67","9366-001-99",801,2,,,,,,,,,,,,,,,,,,
